Tag,Year,Title,Details,Size,City,State,City_State,Latitude,Longitude
Strike,2006,City of Los Angeles,"The Engineers and Architects Association, 15,000 days","7,500",Los Angeles,CA,Los Angeles_CA,34.1139,-118.4068
Strike,2006,Robert Wood Johnson University Hospital,"United Steelworkers, Health Care Workers Council, 24,000 days","1,200",New Brunswick,NJ,New Brunswick_NJ,40.487,-74.445
Strike,2006,Detroit School District,"Detroit Federation of Teachers, 104,500 days","9,500",Detroit,MI,Detroit_MI,42.3834,-83.1024
Strike,2006,Sacramento County,"Stationary Engineers, American Federation of State, County and Municipal Employees, 39,000 days","3,900",Sacramento,CA,Sacramento_CA,38.5667,-121.4683
Strike,2006,Bombardier Learjet,"International Association of Machinists, 16,500 days","1,100",Wichita,KS,Wichita_KS,37.6896,-97.3442
Strike,2006,Goodyear Tire and Rubber Co.,"United Steelworkers, 718,200 days","12,600",Hoover,AL,Hoover_AL,33.3754,-86.8064
Strike,2006,Goodyear Tire and Rubber Co.,"United Steelworkers, 718,200 days","12,600",Grand Island,NE,Grand Island_NE,40.9214,-98.3584
Strike,2006,Goodyear Tire and Rubber Co.,"United Steelworkers, 718,200 days","12,600",Lawrence,NY,Lawrence_NY,40.6042,-73.7149
Strike,2006,Goodyear Tire and Rubber Co.,"United Steelworkers, 718,200 days","12,600",Asheboro,NC,Asheboro_NC,35.7158,-79.8129
Strike,2006,Goodyear Tire and Rubber Co.,"United Steelworkers, 718,200 days","12,600",Akron,OH,Akron_OH,41.0798,-81.5219
Strike,2006,Goodyear Tire and Rubber Co.,"United Steelworkers, 718,200 days","12,600",Topeka,KS,Topeka_KS,39.0346,-95.6955
Strike,2006,Goodyear Tire and Rubber Co.,"United Steelworkers, 718,200 days","12,600",Union City,TN,Union City_TN,36.4268,-89.0474
Strike,2006,Goodyear Tire and Rubber Co.,"United Steelworkers, 718,200 days","12,600",San Antonio,TX,San Antonio_TX,29.4658,-98.5253
Strike,2006,Goodyear Tire and Rubber Co.,"United Steelworkers, 718,200 days","12,600",Fairfax,VA,Fairfax_VA,38.8531,-77.2998
Strike,2006,Goodyear Tire and Rubber Co.,"United Steelworkers, 718,200 days","12,600",Brookfield,WI,Brookfield_WI,43.064,-88.1231
Strike,2006,"ABM Janitorial Services, GCA Services Group, Sanitors Services of Texas, Pritchard Industries Southwest","Service Employees International Union, 26,000 days","1,300",Houston,TX,Houston_TX,29.7863,-95.3889
Strike,2006,Raytheon Missile Systems,"International Association of Machinists, 93,100 days","1,900",Tucson,AZ,Tucson_AZ,32.1545,-110.8782
Strike,2007,Harley-Davidson Motor Company,"International Association of Machinist, 39,200 days","2,800",York,PA,York_PA,39.9651,-76.7315
Strike,2007,"Northrop Grumman Ship Systems, Ingalls Shipyard","Pascagoula Metal Trades Council, International Brotherhood of Electrical Workers, Office and Professional Employees International Union, Special Police and Security Officers, 130,000 days","6,500",Pascagoula,MS,Pascagoula_MS,30.3665,-88.5507
Strike,2007,Community College of Philadelphia,"Faculty and Staff Federation of CCP, 14,300 days","1,300",Philadelphia,PA,Philadelphia_PA,40.0077,-75.1339
Strike,2007,National Fire Sprinkler Association,"Road Sprinkler Fitters, 33,000 days","3,000",Washington,DC,Washington_DC,38.9047,-77.0163
Strike,2007,Foundation Coal Holdings,"United Mine Workers, 9,600 days","1,200",Waynesburg,PA,Waynesburg_PA,39.8983,-80.1855
Strike,2007,Hayward School District,"The Hayward Education Association, 19,500 days","1,300",Hayward,CA,Hayward_CA,37.6328,-122.0772
Strike,2007,"Associated Wall and Ceiling Contractors of Oregon and Southwest Washington, Inc.","Pacific Northwest Regional Council of Carpenters, 15,600 days","1,200",Longview,WA,Longview_WA,46.1461,-122.9629
Strike,2007,"Associated Wall and Ceiling Contractors of Oregon and Southwest Washington, Inc.","Pacific Northwest Regional Council of Carpenters, 15,600 days","1,200",Tualatin,OR,Tualatin_OR,45.3772,-122.7746
Strike,2007,National Electrical Contractors of America,"International Brotherhood of Electrical Workers, 2,800 days","2,800",Seattle,WA,Seattle_WA,47.6211,-122.3244
Strike,2007,Orange County Transportation Authority,"International Brotherhood of Teamsters, 6,600 days","1,100",Orange,CA,Orange_CA,33.8038,-117.8218
Strike,2007,"Harlem Consolidated Schools, District 122","Harlem Federation of Teachers, 9,000 days","1,000",Machesney Park,IL,Machesney Park_IL,42.3666,-89.0266
Strike,2007,New York City Taxi and Limousine Commission,"Taxi Workers Alliance, 52,000 days","26,000",New York,NY,New York_NY,40.6943,-73.9249
Strike,2007,Philadelphia Parking Authority,"Taxi Workers Alliance, 1,200 days","1,200",Philadelphia,PA,Philadelphia_PA,40.0077,-75.1339
Strike,2007,University of Minnesota,"American Federation of State, County and Municipal Employees, 40,300 days","3,100",Duluth,MN,Duluth_MN,46.7756,-92.1392
Strike,2007,General Motors Corporation,"United Automobile Workers, 148,000 days; 80 locations nationwide","74,000",Janesville,WI,Janesville_WI,42.6855,-89.0136
Strike,2007,San Francisco Bay Area Security Officers,"Service Employees International Union, 20,000 days","4,000",San Francisco,CA,San Francisco_CA,37.7562,-122.443
Strike,2007,Sutter Hospitals,"California Nurses Association, 15,000 days","5,000",San Francisco,CA,San Francisco_CA,37.7562,-122.443
Strike,2007,New York City Taxi and Limousine Commission,"Taxi Workers Alliance, 33,000 days","33,000",New York,NY,New York_NY,40.6943,-73.9249
Strike,2007,International Truck and Engine Corporation,"United Automobile Workers, 133,200 days","3,700",Springfield,OH,Springfield_OH,39.9297,-83.7957
Strike,2007,International Truck and Engine Corporation,"United Automobile Workers, 133,200 days","3,700",Indianapolis,IN,Indianapolis_IN,39.7771,-86.1458
Strike,2007,International Truck and Engine Corporation,"United Automobile Workers, 133,200 days","3,700",Melrose Park,IL,Melrose Park_IL,41.9029,-87.8642
Strike,2007,International Truck and Engine Corporation,"United Automobile Workers, 133,200 days","3,700",Fairburn,GA,Fairburn_GA,33.5496,-84.5914
Strike,2007,International Truck and Engine Corporation,"United Automobile Workers, 133,200 days","3,700",Reading,PA,Reading_PA,40.34,-75.9267
Strike,2007,International Truck and Engine Corporation,"United Automobile Workers, 133,200 days","3,700",Houston,TX,Houston_TX,29.7863,-95.3889
Strike,2007,Alliance of Motion Picture and Television Producers,"Writers Guild of America West, Writers Guild of America East, 714,000 days; Nationwide","10,500",Los Angeles,CA,Los Angeles_CA,34.1139,-118.4068
Strike,2007,Paratransit Operators Coalition,"Amalgamated Transit Union, 12,000 days","1,500",New York,NY,New York_NY,40.6943,-73.9249
Strike,2007,Sutter Hospitals,"California Nurses Association, 10,000 days","5,000",Sacramento,CA,Sacramento_CA,38.5667,-121.4683
Strike,2008,Volvo Trucks North America,"United Automobile Workers, 77,500 days","2,500",Dublin,VA,Dublin_VA,37.0987,-80.6831
Strike,2008,"American Axel and Manufacturing, Inc.","United Automobile Workers, 226,800 days","3,600",Buffalo,NY,Buffalo_NY,42.9016,-78.8487
Strike,2008,"American Axel and Manufacturing, Inc.","United Automobile Workers, 226,800 days","3,600",Detroit,MI,Detroit_MI,42.3834,-83.1024
Strike,2008,Sutter Hospitals,"California Nurses Association, 24,000 days","4,000",San Francisco,CA,San Francisco_CA,37.7562,-122.443
Strike,2008,University of Michigan,"Graduate Employees Organization, 1,700 days","1,700",Ann Arbor,MI,Ann Arbor_MI,42.2755,-83.7312
Strike,2008,General Motors Corporation,"United Automobile Workers, 50,600 days","2,300",Lansing,MI,Lansing_MI,42.7142,-84.5601
Strike,2008,General Motors Corporation,"United Automobile Workers, 31,200 days","2,400",Kansas City,MO,Kansas City_MO,39.1239,-94.5541
Strike,2008,Bay Area Maintenance Contractors,"Service Employees International Union, 12,600 days","1,800",San Francisco,CA,San Francisco_CA,37.7562,-122.443
Strike,2008,Indiana Construction Association,"Laborers International Union of North America, 5,800 days","2,900",Indianapolis,IN,Indianapolis_IN,39.7771,-86.1458
Strike,2008,Performance Transportation Services,"International Brotherhood of Teamsters, 6,500 days","1,300",Buckeye,AZ,Buckeye_AZ,33.4314,-112.6429
Strike,2008,Performance Transportation Services,"International Brotherhood of Teamsters, 6,500 days","1,300",Bloomington,CA,Bloomington_CA,34.0601,-117.4013
Strike,2008,Performance Transportation Services,"International Brotherhood of Teamsters, 6,500 days","1,300",Chicago,IL,Chicago_IL,41.8373,-87.6862
Strike,2008,Performance Transportation Services,"International Brotherhood of Teamsters, 6,500 days","1,300",Bloomington,IN,Bloomington_IN,39.1637,-86.5257
Strike,2008,Performance Transportation Services,"International Brotherhood of Teamsters, 6,500 days","1,300",Columbia,KY,Columbia_KY,37.1036,-85.3074
Strike,2008,Performance Transportation Services,"International Brotherhood of Teamsters, 6,500 days","1,300",Fitchburg,MA,Fitchburg_MA,42.5912,-71.8156
Strike,2008,Performance Transportation Services,"International Brotherhood of Teamsters, 6,500 days","1,300",Dearborn,MI,Dearborn_MI,42.3127,-83.2129
Strike,2008,Performance Transportation Services,"International Brotherhood of Teamsters, 6,500 days","1,300",Grand Meadow,MN,Grand Meadow_MN,43.7062,-92.5702
Strike,2008,Performance Transportation Services,"International Brotherhood of Teamsters, 6,500 days","1,300",Paterson,NJ,Paterson_NJ,40.9147,-74.1624
Strike,2008,Performance Transportation Services,"International Brotherhood of Teamsters, 6,500 days","1,300",Santa Fe,NM,Santa Fe_NM,35.6619,-105.9819
Strike,2008,Performance Transportation Services,"International Brotherhood of Teamsters, 6,500 days","1,300",Queens,NY,Queens_NY,40.7498,-73.7976
Strike,2008,Performance Transportation Services,"International Brotherhood of Teamsters, 6,500 days","1,300",Camden,OH,Camden_OH,39.6374,-84.6445
Strike,2008,Performance Transportation Services,"International Brotherhood of Teamsters, 6,500 days","1,300",Sharon Hill,PA,Sharon Hill_PA,39.9075,-75.2678
Strike,2008,Performance Transportation Services,"International Brotherhood of Teamsters, 6,500 days","1,300",Dallas,TX,Dallas_TX,32.7936,-96.7662
Strike,2008,Performance Transportation Services,"International Brotherhood of Teamsters, 6,500 days","1,300",Salt Lake City,UT,Salt Lake City_UT,40.7777,-111.9306
Strike,2008,University of California,"American Federation of State, Country, and Municipal Employees, 42,500 days; Statewide","8,500",Los Angeles,CA,Los Angeles_CA,34.1139,-118.4068
Strike,2008,"Hawker Beechcraft, Inc.","International Association of Machinists, 98,800 days","5,200",Wichita,KS,Wichita_KS,37.6896,-97.3442
Strike,2008,Daughters of Charity Health System,"Service Employees International Union/United Health Care Workers West, 1,800 days","1,800",San Francisco,CA,San Francisco_CA,37.7562,-122.443
Strike,2008,Bellevue School District,"Bellevue Education Association, 10,800 days","1,200",Bellevue,WA,Bellevue_WA,47.5951,-122.1535
Strike,2008,The Boeing Company,"International Association of Machinists, 1,053,000 days","27,000",Seattle,WA,Seattle_WA,47.6211,-122.3244
Strike,2008,The Boeing Company,"International Association of Machinists, 1,053,000 days","27,000",Seattle,WA,Seattle_WA,47.6211,-122.3244
Strike,2008,The Boeing Company,"International Association of Machinists, 1,053,000 days","27,000",Wichita,KS,Wichita_KS,37.6896,-97.3442
Strike,2008,"Sutter Hospitals, Daughters of Charity and Alliance Clinic","Service Employees International Union, United Health Care Workers West, 6,000 days","6,000",San Francisco,CA,San Francisco_CA,37.7562,-122.443
Strike,2009,"Bell Helicopter Textron, Inc.","United Automobile Workers, 67,500 days","2,500",Fort Worth,TX,Fort Worth_TX,32.7811,-97.3473
Strike,2009,Interior Demolition Contractors Association,"Laborers International Union of North America/Mason Tenders District Council, 6,000 days","1,500",New York,NY,New York_NY,40.6943,-73.9249
Strike,2009,Kent Public School District,"Kent Education Association, 20,900 days","1,900",Kent,WA,Kent_WA,47.3887,-122.2129
Strike,2009,Southeastern Pennsylvania Transportation Authority,"Transport Workers Union, 27,500 days","5,500",Philadelphia,PA,Philadelphia_PA,40.0077,-75.1339
Strike,2009,University of Illinois,"American Federation of Teachers, Graduate Employees Organization, 2,200 days","1,100",Champaign,IL,Champaign_IL,40.1144,-88.2735
Strike,2010,Temple University Hospital,"Pennsylvania Association of Staff Nurses and Allied Professionals, 31,500 days","1,500",Philadelphia,PA,Philadelphia_PA,40.0077,-75.1339
Strike,2010,North Penn School District,"North Penn Education Association, 6,600 days","1,100",Philadelphia,PA,Philadelphia_PA,40.0077,-75.1339
Strike,2010,Capistrano Unified School District,"Capistrano Unified Educators Association, 5,400 days","1,800",Yuba City,CA,Yuba City_CA,39.1357,-121.6381
Strike,2010,Oakland Unified School District,"Oakland Education Association, 2,500 days","2,500",Oakland,CA,Oakland_CA,37.7903,-122.2165
Strike,2010,The Boeing Company,"United Automobile Workers, 30,600 days","1,700",Long Beach,CA,Long Beach_CA,33.7981,-118.1675
Strike,2010,"Allina Health System / United Hospital, Children's Hospitals and Clinics, Fairview Health Services, HealthEast Care System, Mercy Hospital, North Memorial Hospital, Park Nicollete Methodist Hospital","Minnesota Nurses Association, 12,000 days","12,000",Minneapolis,MN,Minneapolis_MN,44.9635,-93.2678
Strike,2010,Sheet Metal and Air Conditioning Contractors Association of Milwaukee,"Sheet Metal Workers' International Association, 18,000 days","1,800",Milwaukee,WI,Milwaukee_WI,43.0642,-87.9673
Strike,2010,Mid-America Regional Bargaining Association,"Laborers International Union of North America District Council of Chicago, International Union of Operating Engineers, Chicago Regional Council of Carpenters, 180,000 days","15,000",Chicago,IL,Chicago_IL,41.8373,-87.6862
Strike,2010,New York Shipping Association/New Jersey,"International Longshoreman's Association, 9,000 days","4,500",New York,NY,New York_NY,40.6943,-73.9249
Strike,2010,Hilton Hotels Hawaiian Village Beach Resort and Spa,"United Needletrades Industrial, and Textile Employees-Hotel Employees and Restaurant Employees, 4,500 days","1,500",Honolulu,HI,Honolulu_HI,21.3294,-157.846
Strike,2010,"HCA Corporation, Riverside Community Hospital and West Hills Hospital and Medical Center","Service Employees International Union, 2,200 days","1,100",Riverside,CA,Riverside_CA,33.9381,-117.3948
Strike,2011,Kaiser Permanente Los Angeles Medical Center,"National Union of Health Care Workers, 1,000 days","1,000",Los Angeles,CA,Los Angeles_CA,34.1139,-118.4068
Strike,2011,"Hawaiian Electric, Maui Electric, Hawaii Electric Light Company","International Brotherhood of Electrical Workers, 2,600 days; Statewide","1,300",Honolulu,HI,Honolulu_HI,21.3294,-157.846
Strike,2011,Washington Hospital Center,"National Nurses United, 3,300 days","1,100",Washington,DC,Washington_DC,38.9047,-77.0163
Strike,2011,National Football League,"National Football League Players Association, 178,600 days; Nationwide","1,900",Chicago,IL,Chicago_IL,41.8373,-87.6862
Strike,2011,Plumbing and Piping Industry Council Inc. dba Plumbing and Mechanical Contractors Association,"United Association of Plumbers and Steamfitters, 16,500 days","1,500",Tualatin,OR,Tualatin_OR,45.3772,-122.7746
Strike,2011,General Building Contractors Association,"Metropolitan Regional Council of Carpenters of Philadelphia and Vicinity Council, 21,000 days","3,000",Philadelphia,PA,Philadelphia_PA,40.0077,-75.1339
Strike,2011,General Building Contractors Association,"Metropolitan Regional Council of Carpenters of Philadelphia and Vicinity Council, 21,000 days","3,000",Dover,DE,Dover_DE,39.161,-75.5203
Strike,2011,Interior Finish Contractors Association,"Metropolitan Regional Council of Carpenters of Philadelphia and Vicinity Council, 17,500 days","2,500",Philadelphia,PA,Philadelphia_PA,40.0077,-75.1339
Strike,2011,Kaiser Permanente Los Angeles Medical Center,"National Union of Healthcare Workers, 2,000 days","2,000",Los Angeles,CA,Los Angeles_CA,34.1139,-118.4068
Strike,2011,Mason Contractors Association,"International Union of Bricklayers and Allied Craftworkers, 35,000 days","1,000",St. Louis,MO,St. Louis_MO,38.6358,-90.2451
Strike,2011,Mechanical Contractors Association,"United Association of Plumbers and Steamfitters, 9,000 days","1,500",Kansas City,MO,Kansas City_MO,39.1239,-94.5541
Strike,2011,Plumbing and Mechanical Contractors' Association of Milwaukee,"United Association of Plumbers and Steamfitters, 40,000 days","2,500",Milwaukee,WI,Milwaukee_WI,43.0642,-87.9673
Strike,2011,American Crystal Sugar Company,"Bakery, Confectionery, Tobacco Workers and Grain Millers International Union, 444,600 days","1,300",Chaska,MN,Chaska_MN,44.8164,-93.6092
Strike,2011,American Crystal Sugar Company,"Bakery, Confectionery, Tobacco Workers and Grain Millers International Union, 444,600 days","1,300",Mason City,IA,Mason City_IA,43.1487,-93.1998
Strike,2011,American Crystal Sugar Company,"Bakery, Confectionery, Tobacco Workers and Grain Millers International Union, 444,600 days","1,300",Hillsboro,ND,Hillsboro_ND,47.403,-97.0635
Strike,2011,Verizon Communications,"Communications Workers of America and International Brotherhood of Electrical Workers, 450,000 days","45,000",Boston,MA,Boston_MA,42.3188,-71.0846
Strike,2011,Hyatt Hotels,"United Needletrades Industrial, and Textile Employees-Hotel Employees and Restaurant Employees, 15,000 days","3,000",Champaign,IL,Champaign_IL,40.1144,-88.2735
Strike,2011,Hyatt Hotels,"United Needletrades Industrial, and Textile Employees-Hotel Employees and Restaurant Employees, 15,000 days","3,000",San Diego,CA,San Diego_CA,32.8312,-117.1225
Strike,2011,Hyatt Hotels,"United Needletrades Industrial, and Textile Employees-Hotel Employees and Restaurant Employees, 15,000 days","3,000",Koloa,HI,Koloa_HI,21.903,-159.461
Strike,2011,City of Tacoma,"Tacoma Teachers Association, 15,200 days","1,900",Tacoma,WA,Tacoma_WA,47.2431,-122.4531
Strike,2011,"Sutter Hospitals, Kaiser Permanente Hospitals, Children's Hospital and Research Center","California Nurses Association / National Nurses United, National Union of Healthcare Workers and International Union of Operating Engineers, 29,000 days","29,000",Irvine,CA,Irvine_CA,33.6772,-117.7738
Strike,2011,"Sutter Hospitals, Children's Hospital and Research Center","California Nurses Association, National Nurses United, 12,000 days","6,000",San Francisco,CA,San Francisco_CA,37.7562,-122.443
Strike,2011,Cooper Tire and Rubber Company,"United Steelworkers, 62,000 days","1,000",Findlay,OH,Findlay_OH,41.0467,-83.6379
Strike,2011,"Sutter Hospitals, Memorial Care Hospitals","California Nurses Association, National Nurses United, 12,000 days","6,000",Los Angeles,CA,Los Angeles_CA,34.1139,-118.4068
Strike,2011,"Sutter Hospitals, Memorial Care Hospitals","California Nurses Association, National Nurses United, 12,000 days","6,000",San Francisco,CA,San Francisco_CA,37.7562,-122.443
Strike,2012,Kaiser Permanente Hospitals,"California Nurses Association, National Union of Healthcare Workers, International Union of Operating Engineers - Stationary Engineers, 21,000 days; Statewide","21,000",San Francisco,CA,San Francisco_CA,37.7562,-122.443
Strike,2012,Riverside County Regional Medical Center,"Service Employees International Union, 5,600 days","5,600",Riverside,CA,Riverside_CA,33.9381,-117.3948
Strike,2012,Rockford School District 205,"Rockford Education Association, 3,800 days","1,900",Rockford,IL,Rockford_IL,42.2597,-89.0641
Strike,2012,Lockheed Martin Corporation,"International Association of Machinists, 172,800 days","3,600",Fort Worth,TX,Fort Worth_TX,32.7811,-97.3473
Strike,2012,Sutter Health Hospitals,"California Nurses Association, 18,000 days","4,500",San Francisco,CA,San Francisco_CA,37.7562,-122.443
Strike,2012,"AT&T, Inc.","Communications Workers of America, 14,000 days","14,000",Monterey,CA,Monterey_CA,36.5922,-121.8807
Strike,2012,"AT&T, Inc.","Communications Workers of America, 14,000 days","14,000",Las Vegas,NV,Las Vegas_NV,36.2333,-115.2654
Strike,2012,Sutter Health Hospitals,"California Nurses Association, 13,500 days","4,500",San Francisco,CA,San Francisco_CA,37.7562,-122.443
Strike,2012,Consolidated Edison,"Utility Workers of America, 144,000 days","8,000",Yonkers,NY,Yonkers_NY,40.9466,-73.8674
Strike,2012,Consolidated Edison,"Utility Workers of America, 144,000 days","8,000",New York,NY,New York_NY,40.6943,-73.9249
Strike,2012,Sutter Health Hospitals,"California Nurses Association, 11,100 days","3,700",Alameda,CA,Alameda_CA,37.767,-122.2672
Strike,2012,"AT&T, Inc.","Communications Workers of America, 42,400 days","21,200",Monterey,CA,Monterey_CA,36.5922,-121.8807
Strike,2012,"AT&T, Inc.","Communications Workers of America, 42,400 days","21,200",Stamford,CT,Stamford_CT,41.1035,-73.5583
Strike,2012,"AT&T, Inc.","Communications Workers of America, 42,400 days","21,200",Las Vegas,NV,Las Vegas_NV,36.2333,-115.2654
Strike,2012,City of Chicago Public School District 299,"Chicago Teachers Union, 185,500 days","26,500",Chicago,IL,Chicago_IL,41.8373,-87.6862
Strike,2012,Sutter Health Hospitals,"California Nurses Association, 9,900 days","3,300",San Francisco,CA,San Francisco_CA,37.7562,-122.443
Strike,2012,"Raley's, Nob Hill Stores","United Food and Commercial Workers Union, 44,400 days","7,400",Sparks,NV,Sparks_NV,39.5729,-119.7157
Strike,2012,"Raley's, Nob Hill Stores","United Food and Commercial Workers Union, 44,400 days","7,400",Watsonville,CA,Watsonville_CA,36.9206,-121.7706
Strike,2012,Hostess Brands,"Bakery, Confectionary, Tobacco Workers, and Grain Millers International Union, 40,000 days","5,000",Kansas City,MO,Kansas City_MO,39.1239,-94.5541
Strike,2012,Sutter Health Hospitals and Hospital Corporation of America,"California Nurses Association, 15,000 days","5,000",San Francisco,CA,San Francisco_CA,37.7562,-122.443
Strike,2012,Pacific Maritime Association,"International Longshore and Warehouse Union, 33,000 days","5,500",Los Angeles,CA,Los Angeles_CA,34.1139,-118.4068
Strike,2012,Community Unit School District 300,"Local Education Association of District 300, 1,300 days","1,300",Carpentersville,IL,Carpentersville_IL,42.1227,-88.2895
Strike,2012,Goodman Manufacturing Company,"International Association of Machinists, 4,400 days","1,100",Fayetteville,TN,Fayetteville_TN,35.149,-86.5634
Strike,2012,Sutter Health Hospitals and Hospital Corporation of America,"California Nurses Association, 5,000 days","5,000",San Francisco,CA,San Francisco_CA,37.7562,-122.443
Strike,2013,New York City Public Schools,"Amalgamated Transit Union, 176,000 days","8,000",New York,NY,New York_NY,40.6943,-73.9249
Strike,2013,"G4S, Allied Barton, Securitas, Viking Security, ABM Security, and Whelan Security","Service Employees International Union, 2,000 days","2,000",Minneapolis,MN,Minneapolis_MN,44.9635,-93.2678
Strike,2013,Sheet Metal Contractors Association of Philadelphia and Vicinity,"Sheet Metal Workers Union, 2,600 days","1,300",Philadelphia,PA,Philadelphia_PA,40.0077,-75.1339
Strike,2013,"Sutter Health Hospitals, Hospital Corporation of America","California Nurses Association, National Nurses United, 25,200 days","4,200",San Francisco,CA,San Francisco_CA,37.7562,-122.443
Strike,2013,University of California Medical Centers,"American Federation of State, County, and Municipal Employees, University Professional and Technical Employees Union, 34,300 days","18,800",Sacramento,CA,Sacramento_CA,38.5667,-121.4683
Strike,2013,University of California Medical Centers,"American Federation of State, County, and Municipal Employees, University Professional and Technical Employees Union, 34,300 days","18,800",San Francisco,CA,San Francisco_CA,37.7562,-122.443
Strike,2013,University of California Medical Centers,"American Federation of State, County, and Municipal Employees, University Professional and Technical Employees Union, 34,300 days","18,800",Los Angeles,CA,Los Angeles_CA,34.1139,-118.4068
Strike,2013,University of California Medical Centers,"American Federation of State, County, and Municipal Employees, University Professional and Technical Employees Union, 34,300 days","18,800",Irvine,CA,Irvine_CA,33.6772,-117.7738
Strike,2013,University of California Medical Centers,"American Federation of State, County, and Municipal Employees, University Professional and Technical Employees Union, 34,300 days","18,800",San Diego,CA,San Diego_CA,32.8312,-117.1225
Strike,2013,Bay Area Rapid Transit - BART,"Service Employees International Union, Amalgamated Transit Union, 9,600 days","2,400",San Francisco,CA,San Francisco_CA,37.7562,-122.443
Strike,2013,City of Oakland,"International Federation of Professional and Technical Engineers, 2,500 days","2,500",Oakland,CA,Oakland_CA,37.7903,-122.2165
Strike,2013,"Bell Helicopter Textron, Inc.","United Automobile Workers, 2,600 days","2,600",Hurst,TX,Hurst_TX,32.8353,-97.1808
Strike,2013,"Los Angeles County, CA","Service Employees International Union, 2,500 days","2,500",Los Angeles,CA,Los Angeles_CA,34.1139,-118.4068
Strike,2013,"Steamship Trade Association of Baltimore, Maryland Port Administration","International Longshoremen's Association, 6,000 days","2,000",Baltimore,MD,Baltimore_MD,39.3051,-76.6144
Strike,2013,Bay Area Rapid Transit - BART,"Service Employees International Union, Amalgamated Transit Union, 4,600 days","2,300",San Francisco,CA,San Francisco_CA,37.7562,-122.443
Strike,2013,Will County,"American Federation of State, County, and Municipal Employees, 12,000 days","1,000",Joliet,IL,Joliet_IL,41.5189,-88.1499
Strike,2013,University of California Medical Centers,"American Federation of State, County, and Municipal Employees, UC Student-Workers, 2,100 days; Statewide","2,100",Los Angeles,CA,Los Angeles_CA,34.1139,-118.4068
Strike,2013,University of California Medical Centers,"American Federation of State, County, and Municipal Employees, UC Student-Workers, 2,100 days; Statewide","2,100",San Francisco,CA,San Francisco_CA,37.7562,-122.443
Strike,2013,"Deaconess Medical Center, Valley Hospital","Service Employees International Union, 1,100 days","1,100",Spokane,WA,Spokane_WA,47.6671,-117.433
Strike,2013,Los Angeles County,"Service Employees International Union, 6,800 days","1,700",Los Angeles,CA,Los Angeles_CA,34.1139,-118.4068
Strike,2014,University of Illinois at Chicago,"UIC United Faculty, 2,200 days","1,100",Chicago,IL,Chicago_IL,41.8373,-87.6862
Strike,2014,Johns Hopkins Hospital,"Service Employees International Union/United Health Care Workers East, 6,000 days","2,000",Baltimore,MD,Baltimore_MD,39.3051,-76.6144
Strike,2014,"Army Fleet Support, LLC","International Association of Machinists, 15,000 days","3,000",Fort Rucker,AL,Fort Rucker_AL,31.3428,-85.7154
Strike,2014,"Queen of the Valley Medical Center, Sutter Tracy Community Hospital, Watsonville, Community Hospital","California Nurses Association and National Nurses United, 1,000 days","1,000",Tracy,CA,Tracy_CA,37.7269,-121.4522
Strike,2014,Zodiac Seats US,"United Brotherhood of Teamsters, 29,900 days","1,300",Gainesville,TX,Gainesville_TX,33.6391,-97.1488
Strike,2014,Waukegan School District 60,"Lake County Federation of Teachers, 24,000 days","1,200",Waukegan,IL,Waukegan_IL,42.3697,-87.8716
Strike,2014,Fairpoint Communications,"International Brotherhood of Electrical Workers and Communications Workers of America, 142,800 days","1,700",Portland,ME,Portland_ME,43.6773,-70.2715
Strike,2014,Fairpoint Communications,"International Brotherhood of Electrical Workers and Communications Workers of America, 142,800 days","1,700",Nashua,NH,Nashua_NH,42.7491,-71.491
Strike,2014,Fairpoint Communications,"International Brotherhood of Electrical Workers and Communications Workers of America, 142,800 days","1,700",South Burlington,VT,South Burlington_VT,44.4622,-73.2203
Strike,2014,"Kaiser Permanente Hospitals - CA, Sutter Hospitals - CA, Providence Hospital - DC","California Nurses Association and National Nurses United, 19,000 days","19,000",Irvine,CA,Irvine_CA,33.6772,-117.7738
Strike,2014,"Kaiser Permanente Hospitals - CA, Sutter Hospitals - CA, Providence Hospital - DC","California Nurses Association and National Nurses United, 19,000 days","19,000",Washington,DC,Washington_DC,38.9047,-77.0163
Strike,2014,"St. Joseph Medical Center, St. Clare Hospital","Service Employees International Union, 1,100 days","1,100",Tacoma,WA,Tacoma_WA,47.2431,-122.4531
Strike,2014,SFO Airport Restaurant Employer Council,"United Needletrades Industrial, and Textile Employees-Hotel Employees and Restaurant Employees, 2,000 days","1,000",San Francisco,CA,San Francisco_CA,37.7562,-122.443
Strike,2014,Medstar Washington Hospital Center,"National Nurses United, 13,300 days","1,900",Washington,DC,Washington_DC,38.9047,-77.0163
Strike,2015,Kaiser Permanente Hospitals,"National Union of Healthcare Workers, 17,500 days; Statewide","3,500",San Francisco,CA,San Francisco_CA,37.7562,-122.443
Strike,2015,Royal Dutch Shell Oil and Other Refineries,"United Steelworkers Union, 322,100 days","6,600",Martinez,CA,Martinez_CA,37.9985,-122.116
Strike,2015,Royal Dutch Shell Oil and Other Refineries,"United Steelworkers Union, 322,100 days","6,600",Whiting,IN,Whiting_IN,41.6731,-87.4843
Strike,2015,Royal Dutch Shell Oil and Other Refineries,"United Steelworkers Union, 322,100 days","6,600",Catlettsburg,KY,Catlettsburg_KY,38.4189,-82.6024
Strike,2015,Royal Dutch Shell Oil and Other Refineries,"United Steelworkers Union, 322,100 days","6,600",Convent,LA,Convent_LA,30.0132,-90.8232
